Symbol,Name,Market Cap,In S&P 500,Qtr - Next,Is Projected - Next,Is Announced - Next,Date - Next,Time - Next,Conf Call - Next,Expected Move - Next,Actual Move - Prev,Expected Move - Prev,Qtr - Prev,Date - Prev,Time - Prev,Conf Call - Prev,SEC Filing,Stock Type,Has Options
QCRH,QCR Holdings Inc.,415361728,False,Q1,False,True,4/28/2020,AMC,4/29/2020 11:00:00 AM,0.1293,0.0372,0.0572,Q4,1/22/2020,AMC,1/23/2020 11:00:00 AM,,Common,True
QEP,Qep Resources Inc.,133200104,False,Q1,False,True,4/29/2020,AMC,4/30/2020 9:00:00 AM,0.3307,-0.023,0.15,Q4,2/26/2020,AMC,2/27/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/1108827/000110882720000010/0001108827-20-000010-index.htm,Common,True
QMCO,Quantum,166210784,False,,True,False,4/24/2020,,,,,,,1/29/2020,AMC,,,Common,True
QTS,QTS Realty Trust Inc. Class A,3562627072,False,Q1,False,True,4/27/2020,AMC,4/28/2020 8:30:00 AM,0.0959,0.0166,0.0223,Q4,2/18/2020,AMC,2/19/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1577368/000155837020000903/0001558370-20-000903-index.htm,REIT,True
QURE,Uniqure N.V. -,2496811264,False,,True,False,4/29/2020,,,,-0.039,0.1458,Q1,3/2/2020,AMC,,,Common,True
R,Ryder System Inc.,1423492736,False,Q1,False,True,4/29/2020,BMO,4/29/2020 11:00:00 AM,0.157,-0.1032,0.0773,Q4,2/13/2020,BMO,2/13/2020 11:00:00 AM,,Common,True
RBCN,Rubicon Technology Inc.,21134600,False,,True,False,4/16/2020,,,,0.0059,,,11/14/2019,,,,Common,False
RBNC,Reliant Bancorp Inc.,175633328,False,Q1,False,True,4/27/2020,AMC,4/28/2020 10:00:00 AM,,-0.0086,,Q4,1/23/2020,AMC,1/24/2020 10:00:00 AM,,Common,False
RCKY,Rocky Brands Inc.,143789664,False,Q1,False,True,4/28/2020,AMC,4/28/2020 4:30:00 PM,,0.0876,,Q4,2/25/2020,AMC,2/25/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/895456/000089545620000003/0000895456-20-000003-index.htm,Common,False
RCL,Royal Caribbean Cruises Ltd.,7222901248,True,,True,False,4/30/2020,,,,0.0133,0.0566,,2/4/2020,BMO,,,Common,True
RDS.A,Royal Dutch Shell PLC Royal Dutch Shell American Depositary Shares (Each Representing Two Class A Ordinary Shares),137455599616,False,Q1,False,True,4/30/2020,BMO,,0.0894,-0.0339,0.0211,Q4,1/30/2020,BMO,,,Common,True
RDS.B,Royal Dutch Shell PLC Royal Dutch Shell PLC American Depositary Shares (Each Representing Two Class B Ordinary Shares),133390966784,False,Q1,False,True,4/30/2020,BMO,,0.131,-0.0261,0.0406,Q4,1/30/2020,BMO,,,Common,True
REGI,Renewable Energy Group Inc.,887951808,False,Q1,False,True,4/30/2020,AMC,4/30/2020 4:30:00 PM,0.2079,-0.0059,0.178,Q4,3/5/2020,AMC,3/5/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/1463258/000162828020003038/0001628280-20-003038-index.htm,Common,True
RES,RPC Inc.,557523200,False,Q1,False,True,4/29/2020,BMO,4/29/2020 9:00:00 AM,0.3076,0.0675,0.1289,Q4,1/29/2020,BMO,1/29/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/742278/000110465920007822/0001104659-20-007822-index.htm,Common,True
REXR,Rexford Industrial Realty Inc.,4581114880,False,,True,False,4/30/2020,,,,0.0079,0.0241,Q4,2/11/2020,AMC,2/12/2020 1:00:00 PM,https://www.sec.gov/Archives/edgar/data/1571283/000157128320000006/0001571283-20-000006-index.htm,REIT,True
RFP,Resolute Forest Products Inc.,139769120,False,Q1,False,True,4/30/2020,,4/30/2020 9:00:00 AM,0.2457,-0.1167,0.0829,Q4,1/30/2020,BMO,1/30/2020 9:00:00 AM,,Common,True
RGS,Regis,315827872,False,,True,False,4/30/2020,,,,-0.0266,0.1147,Q2,2/3/2020,AMC,2/4/2020 10:00:00 AM,,Common,True
RHI,Robert Half International Inc.,4932716032,True,Q1,False,True,4/23/2020,AMC,4/23/2020 5:00:00 PM,0.109,-0.0406,0.0671,Q4,1/30/2020,AMC,1/30/2020 5:00:00 PM,,Common,True
RIG,Transocean (Switzerland),596096000,False,Q1,False,True,4/29/2020,AMC,4/30/2020 12:00:00 PM,0.3208,-0.0243,0.0876,Q4,2/17/2020,AMC,2/18/2020 9:00:00 AM,,Common,True
RJF,Raymond James Financial Inc.,8625858560,True,,True,False,4/24/2020,,,,-0.0617,0.0467,,1/22/2020,AMC,,,Common,True
RMBI,Richmond Mutual Bancorporation Inc.,123497856,False,,True,False,4/28/2020,,,,0.0013,,Q4,1/31/2020,AMC,,,Common,False
RMD,Resmed Inc.,23328165888,True,Q3,False,True,4/30/2020,AMC,4/30/2020 4:30:00 PM,0.1245,-0.0391,0.0795,Q2,1/30/2020,AMC,1/30/2020 4:30:00 PM,,Common,True
RNDB,Randolph Bancorp Inc.,47437636,False,,True,False,4/24/2020,,,,0.0013,,,2/25/2020,,,,Common,False
RNGR,Ranger Energy Services Inc. Class A,63396840,False,Q1,False,True,4/30/2020,AMC,5/1/2020 10:00:00 AM,,0.0393,,Q4,2/27/2020,AMC,2/28/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/1699039/000169903920000003/0001699039-20-000003-index.htm,Common,False
RNST,Renasant,1295015808,False,Q1,False,True,4/28/2020,AMC,4/29/2020 10:00:00 AM,0.1265,-0.0003,0.0515,Q4,1/21/2020,AMC,1/22/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/715072/000071507220000029/0000715072-20-000029-index.htm,Common,True
ROG,Rogers,1890067072,False,,False,True,4/30/2020,AMC,4/30/2020 5:00:00 PM,0.1417,-0.0052,0.0855,,2/20/2020,AMC,2/20/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/84748/000008474820000007/0000084748-20-000007-index.htm,Common,True
ROK,Rockwell Automation Inc.,19468953600,True,Q2,False,True,4/28/2020,BMO,4/28/2020 8:30:00 AM,0.132,-0.0025,0.0657,Q1,1/29/2020,BMO,1/29/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1024478/000102447820000003/0001024478-20-000003-index.htm,Common,True
ROL,Rollins Inc.,12334248960,True,Q1,False,True,4/29/2020,,4/29/2020 10:00:00 AM,0.1433,0.0291,0.0629,Q4,1/29/2020,BMO,1/29/2020 10:00:00 AM,,Common,True
ROP,Roper Technologies Inc.,33689925632,True,Q1,False,True,4/28/2020,BMO,4/28/2020 8:00:00 AM,0.1306,0.0289,0.0525,Q4,1/30/2020,BMO,1/30/2020 8:30:00 AM,,Common,True
RRC,Range Resources,1319334528,False,Q1,False,True,4/30/2020,AMC,5/1/2020 9:00:00 AM,0.1778,0.0073,0.045,Q4,2/27/2020,AMC,2/28/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/315852/000156459020007459/0001564590-20-007459-index.htm,Common,True
RRD,R.R.Donnelley & Sons,79177632,False,Q1,False,True,4/28/2020,AMC,4/29/2020 11:00:00 AM,0.2615,-0.0636,0.2191,Q4,2/25/2020,AMC,2/26/2020 11:00:00 AM,,Common,True
RRR,Red Rock Resorts Inc. - Class A,1074403840,False,,True,False,4/30/2020,,,,0.0296,0.0861,Q4,2/4/2020,AMC,2/4/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/1653653/000156459020003249/0001564590-20-003249-index.htm,Common,True
RTN,Raytheon Co,32566458368,False,,True,False,4/27/2020,,,,-0.0054,0.0264,Q4,1/30/2020,BMO,1/30/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/1047122/000104712220000004/0001047122-20-000004-index.htm,Common,True
RVSB,Riverview Bancorp,108509864,False,,True,False,4/21/2020,,,,0.0013,0.0544,Q3,1/23/2020,AMC,,,Common,True
RYN,Rayonier Inc. REIT,3082029312,False,Q1,False,True,4/29/2020,AMC,4/30/2020 10:00:00 AM,0.1546,-0.0311,0.0406,Q4,2/5/2020,AMC,2/6/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/52827/000005282720000005/0000052827-20-000005-index.htm,REIT,True
SAH,Sonic Automotive Inc.,657687808,False,Q1,False,True,4/29/2020,BMO,4/30/2020 11:00:00 AM,0.2115,-0.0631,0.0775,Q4,2/19/2020,BMO,2/19/2020 11:00:00 AM,https://www.sec.gov/Archives/edgar/data/1043509/000104350920000005/0001043509-20-000005-index.htm,Common,True
SAIA,Saia Inc.,1937813760,False,Q1,False,True,4/29/2020,BMO,4/29/2020 10:00:00 AM,0.1645,0.0858,0.0951,Q4,2/3/2020,BMO,2/3/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/1177702/000156459020002998/0001564590-20-002998-index.htm,Common,True
SAL,Salisbury Bancorp Inc.,93145480,False,,True,False,4/27/2020,,,,0.0052,,Q4,1/24/2020,,,,Common,False
SALT,Scorpio Bulkers Inc.,199166800,False,,True,False,4/29/2020,,,,-0.1018,0.1439,Q4,1/27/2020,BMO,1/27/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/1587264/000158726420000007/0001587264-20-000007-index.htm,Common,True
SAN,Banco Santander S.A. Sponsored ADR (Spain),34880368640,False,,True,False,4/27/2020,,,,0.0438,0.0444,Q4,1/29/2020,,,,Common,True
SAND,Sandstorm Gold Ltd. Ordinary Shares (Canada),1424766336,False,,True,False,4/23/2020,,,,0.0333,0.0525,Q4,2/13/2020,AMC,2/14/2020 11:30:00 AM,,Common,True
SANM,Sanmina,1838172544,False,Q2,False,True,4/27/2020,AMC,4/27/2020 5:00:00 PM,0.1428,0.022,0.1036,Q1,1/27/2020,AMC,1/27/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/897723/000110465920007134/0001104659-20-007134-index.htm,Common,True
SAVE,Spirit Airlines Inc.,827620992,False,,True,False,4/24/2020,,,,-0.0369,0.0884,Q4,2/5/2020,AMC,2/6/2020 9:30:00 AM,https://www.sec.gov/Archives/edgar/data/1498710/000149871020000082/0001498710-20-000082-index.htm,Common,True
SBBX,SB One Bancorp,153661120,False,,True,False,4/24/2020,,,,-0.0177,,Q4,1/30/2020,AMC,,,Common,False
SBCF,Seacoast Banking Of Florida,967171648,False,Q1,False,True,4/28/2020,AMC,4/29/2020 10:00:00 AM,0.1373,-0.019,0.0532,Q4,1/23/2020,AMC,1/24/2020 10:00:00 AM,,Common,True
SBFG,SB Financial Group Inc.,101641032,False,Q1,False,True,4/23/2020,AMC,4/24/2020 11:00:00 AM,,0.0021,,Q4,1/23/2020,AMC,1/24/2020 11:00:00 AM,,Common,False
SBPH,Spring Bank Pharmaceuticals Inc.,21963354,False,,True,False,4/27/2020,,,,-0.0254,,Q4,2/14/2020,BMO,,,Common,False
SBT,Sterling Bancorp Inc.,144082896,False,,True,False,4/29/2020,,,,-0.0026,,Q4,1/29/2020,AMC,1/29/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/1680379/000110465920008037/0001104659-20-008037-index.htm,Common,False
SBUX,Starbucks,89729359872,True,Q2,False,True,4/28/2020,AMC,4/28/2020 5:00:00 PM,0.1002,-0.0212,0.0439,,1/28/2020,AMC,1/28/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/829224/000082922420000008/0000829224-20-000008-index.htm,Common,True
SC,Santander Consumer USA Holdings Inc.,4233365504,False,Q1,False,True,4/28/2020,BMO,4/28/2020 9:00:00 AM,0.2189,0.126,0.068,Q4,1/29/2020,BMO,1/29/2020 9:00:00 AM,,Common,True
SCI,Service Intl,6683549696,False,Q1,False,True,4/29/2020,AMC,4/30/2020 9:00:00 AM,0.1107,0.0146,0.0387,Q4,2/17/2020,AMC,2/18/2020 9:00:00 AM,,Common,True
SCKT,Socket Mobile Inc.,7379570,False,Q1,False,True,4/29/2020,AMC,4/29/2020 5:00:00 PM,,-0.0178,,Q4,2/12/2020,AMC,2/12/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/944075/000094407520000003/0000944075-20-000003-index.htm,Common,False
SECO,Secoo Holding Limited - American Depositary Shares,127118328,False,Q4,False,True,4/30/2020,BMO,4/30/2020 8:00:00 AM,0.1361,0.0177,0.0911,Q3,12/5/2019,BMO,12/5/2019 8:00:00 AM,,Common,True
SEIC,Sei Investments Company,7374319616,False,Q1,False,True,4/23/2020,AMC,4/23/2020 4:30:00 PM,0.0953,0.0643,0.0573,Q4,1/29/2020,AMC,1/29/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/350894/000035089420000005/0000350894-20-000005-index.htm,Common,True
SF,Stifel Financial,2748147456,False,,True,False,4/30/2020,,,,0.0563,0.0591,Q4,1/30/2020,BMO,1/30/2020 8:00:00 AM,,Common,True
SFBC,Sound Financial Bancorp Inc.,59608408,False,,True,False,4/27/2020,,,,0.0056,,Q4,1/28/2020,AMC,,,Common,False
SFE,Safeguard Scientifics Inc. New,113570600,False,Q1,False,True,4/30/2020,BMO,4/30/2020 9:00:00 AM,0.1195,-0.0429,0.0489,Q4,2/27/2020,BMO,2/27/2020 9:00:00 AM,,Common,True
SFUN,Fang Holdings Limited American Depositary Shares (Each Representing Four Class A Ordinary Shares Hk$1.00 Par Value),101406424,False,Q4,False,True,4/24/2020,BMO,4/24/2020 8:00:00 AM,0.2231,-0.0157,0.1385,Q4,3/9/2020,BMO,3/9/2020 8:00:00 AM,,Common,True
SGB,Southwest Georgia Finl,48273612,False,,True,False,4/24/2020,,,,0.0111,,Q4,1/28/2020,BMO,,https://www.sec.gov/Archives/edgar/data/315849/000031584920000009/0000315849-20-000009-index.htm,Common,False
SGC,Superior Group Of Companies Inc.,100004992,False,Q1,False,True,4/30/2020,BMO,4/30/2020 2:00:00 PM,0.2284,0.0341,0.035,Q4,2/20/2020,BMO,2/20/2020 2:00:00 PM,https://www.sec.gov/Archives/edgar/data/95574/000143774920003105/0001437749-20-003105-index.htm,Common,True
SGEN,Seattle Genetics Inc.,24336740352,False,Q1,False,True,4/30/2020,AMC,4/30/2020 4:30:00 PM,0.1588,-0.0104,0.0866,Q4,2/6/2020,AMC,2/6/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/1060736/000106073620000005/0001060736-20-000005-index.htm,Common,True
SHBI,Shore Bancshares,109421304,False,,True,False,4/24/2020,,,,0.0037,,,1/30/2020,,,,Common,False
SHW,Sherwin-Williams Company,46784344064,True,Q1,False,True,4/29/2020,BMO,4/29/2020 11:00:00 AM,0.1692,-0.0362,0.0354,Q4,1/30/2020,BMO,1/30/2020 11:00:00 AM,https://www.sec.gov/Archives/edgar/data/89800/000119312520019027/0001193125-20-019027-index.htm,Common,True
SI,Silvergate Capital Class A,253512800,False,Q1,False,True,4/29/2020,BMO,4/29/2020 11:00:00 AM,,0.002,,Q4,1/29/2020,BMO,1/29/2020 11:00:00 AM,,Common,False
SIFY,Sify Technologies Limited - American Depository Shares Each Represented By One Equity Share,154063840,False,,True,False,4/24/2020,,,,-0.0415,0.0737,Q3,1/24/2020,BMO,1/24/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1094324/000157587220000012/0001575872-20-000012-index.htm,Common,True
SILC,Silicom -,213996928,False,,True,False,4/30/2020,,,,-0.0328,,Q4,1/29/2020,BMO,1/29/2020 9:00:00 AM,,Common,False
SILK,Silk Road Medical Inc.,1185856256,False,Q1,False,True,4/30/2020,AMC,4/30/2020 4:30:00 PM,0.1292,-0.086,0.1363,Q4,2/26/2020,AMC,2/26/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/1397702/000139770220000004/0001397702-20-000004-index.htm,Common,True
SIM,Grupo Simec S.A.B. De C.V. American Depositary Shares,1034786816,False,,True,False,4/30/2020,,,,0.0108,,,10/29/2019,,,,Common,False
SIMO,Silicon Motion Technology - American Depositary Shares Each Representing Four,1615702400,False,Q1,False,True,4/28/2020,AMC,4/29/2020 8:00:00 AM,0.1345,-0.0767,0.0815,Q1,3/12/2020,BMO,,,Common,True
SIRI,Sirius Xm Holdings Inc.,23217326080,False,Q1,False,True,4/28/2020,BMO,4/28/2020 8:00:00 AM,0.1091,0.0056,0.0434,Q4,2/4/2020,BMO,2/4/2020 8:00:00 AM,https://www.sec.gov/Archives/edgar/data/908937/000090893720000009/0000908937-20-000009-index.htm,Common,True
SITC,Site Centers Corp.,956082560,False,Q1,False,True,4/30/2020,BMO,4/30/2020 8:00:00 AM,0.2098,0.0254,0.0506,Q4,2/13/2020,BMO,2/13/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/894315/000156459020004478/0001564590-20-004478-index.htm,REIT,True
SITE,Siteone Landscape Supply Inc.,3070680832,False,Q1,False,True,4/29/2020,BMO,4/29/2020 8:00:00 AM,0.1446,0.0906,0.0522,Q4,2/18/2020,BMO,2/18/2020 8:00:00 AM,https://www.sec.gov/Archives/edgar/data/1650729/000110465920022201/0001104659-20-022201-index.htm,Common,True
SIVB,SVB Financial Group,8791307264,True,,False,True,4/23/2020,AMC,4/23/2020 6:00:00 PM,0.1507,-0.0248,0.0766,Q1,1/23/2020,AMC,1/23/2020 6:00:00 PM,,Common,True
SIX,Six Flags Entertainment New,1322490624,False,Q1,False,True,4/30/2020,BMO,4/30/2020 9:00:00 AM,0.2708,-0.1612,0.0787,Q4,2/20/2020,BMO,2/20/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/701374/000155837020001092/0001558370-20-001092-index.htm,Common,True
SKX,Skechers USA,3900588800,False,Q1,False,True,4/23/2020,AMC,4/23/2020 4:30:00 PM,0.0603,0.0406,0.1112,Q4,2/6/2020,AMC,2/6/2020 4:30:00 PM,,Common,True
SKYS,Sky Solar Holdings Ltd. - American Depositary Shares,13089850,False,,True,False,3/31/2020,,,,0.0194,,,12/11/2019,,,,Common,False
SKYW,Skywest Inc.,1207182720,False,,True,False,4/27/2020,,,,-0.1034,0.0726,Q4,1/30/2020,AMC,1/30/2020 4:30:00 PM,,Common,True
SLAB,Silicon Laboratories Inc.,3897172992,False,Q1,False,True,4/29/2020,BMO,4/29/2020 8:30:00 AM,0.1453,-0.1328,0.092,Q4,1/29/2020,BMO,1/29/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1038074/000110465920007847/0001104659-20-007847-index.htm,Common,True
SLCT,Select Bancorp Inc.,127724504,False,,True,False,4/30/2020,,,,-0.0237,,Q4,1/24/2020,AMC,,,Common,False
SMBC,Southern Missouri Bancorp Inc.,203742688,False,,True,False,4/23/2020,,,,0,,,1/27/2020,,,,Common,False
SMBK,Smartfinancial Inc.,190026720,False,Q1,False,True,4/28/2020,AMC,4/29/2020 10:00:00 AM,,-0.0031,,Q4,1/21/2020,AMC,1/22/2020 10:00:00 AM,,Common,False
SMED,Sharps Compliance Corp.,120743016,False,Q3,False,True,4/28/2020,BMO,4/28/2020 11:00:00 AM,0.2294,-0.017,0.1871,Q2,1/28/2020,BMO,1/28/2020 11:00:00 AM,https://www.sec.gov/Archives/edgar/data/898770/000089877020000002/0000898770-20-000002-index.htm,Common,True
SMFG,Sumitomo Mitsui Financial Group Unsponsored American Depositary Shares (Japan),34442072064,False,,True,False,4/23/2020,,,,-0.0223,0.0293,,1/31/2020,,,,Common,True
SMMF,Summit Finl Gr,197460784,False,,True,False,4/27/2020,,,,0.0429,,Q4,1/24/2020,BMO,,https://www.sec.gov/Archives/edgar/data/811808/000081180820000006/0000811808-20-000006-index.htm,Common,False
SMMT,Summit Therapeutics PLC - American Depositary Shares,267582976,False,,True,False,4/9/2020,,,,-0.0209,0.0729,Q3,12/17/2019,BMO,12/17/2019,https://www.sec.gov/Archives/edgar/data/1599298/000159929819000024/0001599298-19-000024-index.htm,Common,True
SNCA,Seneca Biopharma Inc.,6976728,False,,True,False,4/24/2020,,,,0.036,,Q3,11/14/2019,BMO,,,Common,False
SNDE,Sundance Energy Inc.,2083328,False,,True,False,4/23/2020,,,,0,,Q3,11/18/2019,AMC,11/18/2019 6:00:00 PM,,Common,False
SNDR,Schneider National Inc.,3645129472,False,Q1,False,True,4/30/2020,BMO,4/30/2020 10:30:00 AM,0.1009,0.012,0.0641,Q4,1/29/2020,BMO,1/29/2020 10:30:00 AM,https://www.sec.gov/Archives/edgar/data/1692063/000169206320000019/0001692063-20-000019-index.htm,Common,True
SNP,China Petroleum & Chemical,59809075200,False,,True,False,4/30/2020,,,,0.0472,0.0743,,3/30/2020,,,,Common,True
SNV,Synovus Finl,2484208896,False,Q1,False,True,4/24/2020,BMO,4/24/2020 8:30:00 AM,0.1816,-0.071,0.0546,Q4,1/24/2020,BMO,1/24/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/18349/000001834920000002/0000018349-20-000002-index.htm,Common,True
SNY,Sanofi - American Depositary Shares,122130857984,False,Q1,False,True,4/24/2020,BMO,,0.0747,0.0474,0.0393,Q4,2/6/2020,BMO,,,Common,True
SO,Southern Company,60165005312,True,Q1,False,True,4/30/2020,BMO,4/30/2020 1:00:00 PM,0.0831,0.0175,0.0236,Q4,2/20/2020,BMO,2/20/2020 1:00:00 PM,https://www.sec.gov/Archives/edgar/data/92122/000009212220000019/0000092122-20-000019-index.htm,Common,True
SOI,Solaris Oilfield Infrastructure Inc. Class A,263101168,False,,True,False,4/30/2020,,,,0.0793,0.0266,Q4,2/18/2020,AMC,2/19/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1697500/000169750020000004/0001697500-20-000004-index.htm,Common,True
SONA,Southern National Bancorp Of Virginia Inc.,214548688,False,,True,False,4/27/2020,,,,0.0197,,Q1,1/30/2020,AMC,,,Common,False
SORL,Sorl Auto Parts Inc.,83976312,False,,True,False,4/3/2020,,,,-0.012,0.0195,Q3,11/14/2019,AMC,11/15/2019 7:00:00 PM,,Common,True
SPB,Spectrum Brands Holdings Inc.,1635228160,False,,True,False,4/24/2020,,,,-0.0199,0.0953,Q1,1/30/2020,BMO,1/30/2020 9:00:00 AM,,Common,True
SPFI,South Plains Financial Inc.,211796864,False,Q1,False,True,4/30/2020,AMC,4/30/2020 5:00:00 PM,,0.0157,,Q4,1/24/2020,BMO,1/24/2020 9:00:00 AM,,Common,False
SPG,Simon Property Group Inc.,15825521664,True,,True,False,4/29/2020,,,,0.0338,0.0542,Q4,2/4/2020,BMO,2/4/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1063761/000110465920010115/0001104659-20-010115-index.htm,REIT,True
SPGI,S&P Global Inc.,67265351680,True,Q1,False,True,4/28/2020,BMO,4/28/2020 8:30:00 AM,0.0942,0.0025,0.0329,Q4,2/6/2020,BMO,2/6/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/64040/000006404020000052/0000064040-20-000052-index.htm,Common,True
SPN,Superior Energy Servs,20852558,False,,True,False,4/24/2020,,,,0.0297,0.0767,Q4,2/19/2020,AMC,2/20/2020 9:00:00 AM,https://www.sec.gov/Archives/edgar/data/886835/000119312520042092/0001193125-20-042092-index.htm,Common,True
SPOK,Spok Holdings Inc.,211803984,False,,True,False,4/24/2020,,,,-0.0412,0.0939,Q4,2/26/2020,AMC,2/27/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/1289945/000128994520000013/0001289945-20-000013-index.htm,Common,True
SPOT,Spotify Technology S.A.,25932824576,False,Q1,False,True,4/29/2020,BMO,4/29/2020 8:00:00 AM,0.0978,-0.0474,0.0866,Q4,2/5/2020,BMO,2/5/2020 8:00:00 AM,,Common,True
SPSC,SPS Commerce Inc.,1740799488,False,Q1,False,True,4/30/2020,AMC,4/30/2020 4:30:00 PM,0.1383,0.0072,0.0681,Q4,2/13/2020,AMC,2/13/2020 4:30:00 PM,https://www.sec.gov/Archives/edgar/data/1092699/000117184320000967/0001171843-20-000967-index.htm,Common,True
SPXC,SPX,1533023616,False,Q1,False,True,4/30/2020,AMC,4/30/2020 4:45:00 PM,0.1431,-0.0153,0.0673,Q4,2/13/2020,AMC,2/13/2020 4:45:00 PM,https://www.sec.gov/Archives/edgar/data/88205/000008820520000005/0000088205-20-000005-index.htm,Common,True
SRAX,Srax Inc. - Class A,26595250,False,,True,False,4/28/2020,,,,-0.0256,0.0518,Q3,11/13/2019,AMC,11/13/2019 4:30:00 PM,,Common,True
SRCE,1St Source,779296576,False,,True,False,4/20/2020,,,,0.0014,0.0391,Q4,1/23/2020,AMC,,,Common,True
SRDX,Surmodics Inc.,523086816,False,Q2,False,True,4/29/2020,AMC,4/29/2020 5:00:00 PM,0.142,0.0377,0.1038,Q1,2/5/2020,AMC,2/5/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/924717/000115752320000154/0001157523-20-000154-index.htm,Common,True
SSB,South State,1720404736,False,Q1,False,True,4/23/2020,AMC,4/24/2020 2:00:00 PM,0.1239,-0.0682,0.0524,Q4,1/27/2020,BMO,1/28/2020 2:00:00 PM,https://www.sec.gov/Archives/edgar/data/764038/000110465920006918/0001104659-20-006918-index.htm,Common,True
SSBI,Summit State Bank,44745696,False,,True,False,4/29/2020,,,,0.0164,,Q4,1/28/2020,BMO,,,Common,False
SSD,Simpson Manufacturing Company Inc.,2577635584,False,Q1,False,True,4/27/2020,AMC,4/27/2020 5:00:00 PM,0.116,0.0349,0.0724,Q4,2/3/2020,AMC,2/3/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/920371/000092037120000008/0000920371-20-000008-index.htm,Common,True
SSNC,Ss&C Technologies Hldgs,13115342848,False,Q1,False,True,4/30/2020,AMC,4/30/2020 5:00:00 PM,0.1311,0.0069,0.0757,Q4,2/12/2020,AMC,2/12/2020 5:00:00 PM,https://www.sec.gov/Archives/edgar/data/1402436/000156459020004354/0001564590-20-004354-index.htm,Common,True
SSTK,Shutterstock Inc.,1323267584,False,Q1,False,True,4/28/2020,BMO,4/28/2020 8:30:00 AM,0.1922,-0.0861,0.0933,Q4,2/13/2020,BMO,2/13/2020 8:30:00 AM,https://www.sec.gov/Archives/edgar/data/1549346/000154934620000006/0001549346-20-000006-index.htm,Common,True
ST,Sensata Technologies Holding PLC,5149927936,False,Q1,False,True,4/29/2020,BMO,4/29/2020 8:00:00 AM,0.1118,0.0326,0.0517,Q4,2/11/2020,BMO,2/11/2020 8:00:00 AM,https://www.sec.gov/Archives/edgar/data/1477294/000147729420000009/0001477294-20-000009-index.htm,Common,True
STAF,Staffing 360 Solutions Inc.,3645663,False,,True,False,4/27/2020,,,,-0.2728,,Q3,11/12/2019,AMC,11/13/2019 9:00:00 AM,,Common,False
STAG,Stag Industrial Inc.,3737031936,False,Q1,False,True,4/30/2020,AMC,5/1/2020 10:00:00 AM,0.1253,-0.0248,0.0192,Q4,2/12/2020,AMC,2/13/2020 10:00:00 AM,https://www.sec.gov/Archives/edgar/data/1479094/000147909420000005/0001479094-20-000005-index.htm,REIT,True
STBA,S&T Bancorp Inc.,994244736,False,Q1,False,True,4/30/2020,BMO,4/30/2020 1:00:00 PM,0.1403,0.0174,0.0407,Q4,1/30/2020,BMO,1/30/2020 1:00:00 PM,https://www.sec.gov/Archives/edgar/data/719220/000071922020000003/0000719220-20-000003-index.htm,Common,True
STL,Sterling Bancorp,2002937984,False,Q1,False,True,4/27/2020,AMC,4/28/2020 8:00:00 AM,0.1755,0.0141,0.0565,Q4,1/22/2020,AMC,1/23/2020 10:30:00 AM,,Common,True
STND,Standard Avb Financial Corp.,99905688,False,,True,False,4/24/2020,,,,0.0029,,Q4,1/30/2020,AMC,,,Common,False
STRA,Strategic Education Inc.,3214743040,False,Q1,False,True,4/29/2020,BMO,4/29/2020 10:00:00 AM,0.1423,0.0079,0.1129,Q4,2/28/2020,BMO,2/28/2020 10:00:00 AM,,Common,True
